client_id,Loan Type,Loan Amount,Type of city,Gender,Age,Marital Status,Qualification,Employment,Loan Entity,No. of Loans,Debt,Loan Term,Annual_Income,Defaulting Payment Status,Monthly EMI,Payment_History_Monthly,Intrest Rate (Anual),Debt (Approx Anual Debt Amount),Debt to Income Ratio,Assets,credit_score,Segment
107333,0,92995,4,1,29,2,3,1,1,1,0,24,398779,0,3874.8,3874.8,28.55,0,0.0,0,6.619076532177637,Excellent
110441,0,206087,3,1,24,0,4,1,3,0,2,48,1695079,0,4293.5,4293.5,9.57,1032431,0.609075542,4,7.223789797722102,Good
106305,3,132504,3,0,37,1,1,2,3,0,2,36,1689541,0,3680.7,3680.7,7.64,912907,0.540328484,4,5.353844255452608,Excellent
110480,0,94486,3,1,44,1,0,1,3,1,3,72,1249329,1,1312.3,1312.3,10.75,1719362,1.376228428,3,7.277664466745831,Good
101638,3,2010158,1,1,39,1,2,1,2,1,1,60,33709632,0,33502.6,33502.6,19.57,4865426,0.144333408,3,7.842458836544793,Good
106348,0,69997,1,1,38,0,0,1,3,0,1,60,180335,0,1166.6,1166.6,10.77,40076,0.2222309,3,6.492031988717116,Excellent
108101,2,750204,1,0,47,1,3,1,1,2,3,3,6845586,0,250068.0,250068.0,21.43,9506873,1.388759553,1,2.759587773027672,Low
105127,4,2174400,1,1,29,1,2,2,2,2,2,24,14936983,0,90600.0,90600.0,10.2,10626434,0.711417702,1,7.961008633537276,Good
109678,3,1432046,1,1,38,0,3,2,2,1,0,36,15281353,1,39779.1,39779.1,19.87,0,0.0,1,7.82374851026969,Good
109636,0,194163,2,0,27,1,0,1,2,1,2,24,2566702,0,8090.1,8090.1,12.18,1934122,0.753543559,3,2.4492177459684807,Low
107880,4,2367949,1,0,54,0,5,0,2,0,0,36,50641025,0,65776.4,65776.4,19.77,0,0.0,3,4.929246543160909,Excellent
108292,3,1763443,1,0,46,1,0,2,3,2,0,48,38175648,0,36738.4,36738.4,8.85,0,0.0,5,4.726765670829204,Excellent
108934,3,2208943,1,0,30,1,1,1,3,0,0,36,30564188,0,61359.5,61359.5,10.05,0,0.0,3,4.81450625304047,Excellent
108423,3,1980807,1,1,47,1,3,2,2,0,0,24,39344667,0,82533.6,66026.9,10.45,0,0.0,4,7.373494118047415,Good
104230,1,284671,3,1,39,0,0,1,2,1,2,36,3043653,0,7907.5,6326.0,15.01,2074157,0.68146969,5,7.114516869967478,Good
106166,3,1275018,1,1,33,0,0,2,3,0,1,48,31506870,0,26562.9,26562.9,7.2,11033516,0.350193977,0,8.146900978337277,Good
109236,4,7795862,1,1,45,1,0,2,1,2,0,36,31408262,0,216551.7,216551.7,26.23,0,0.0,0,8.132125253798055,Good
108781,0,39577,4,0,38,1,3,1,1,1,2,48,175484,0,824.5,824.5,23.68,113884,0.648970488,0,2.832967753169997,Low
108675,0,159349,3,0,28,0,4,2,3,0,2,60,1280782,0,2655.8,2655.8,7.71,757552,0.591476287,3,3.592282673950568,Low
104365,3,668565,3,0,46,0,2,2,2,3,0,12,2339616,0,55713.8,55713.8,15.92,0,0.0,1,4.828128080364384,Excellent
110740,0,91432,2,1,35,0,3,1,0,1,3,60,103561,0,1523.9,1523.9,14.66,128786,1.243571428,3,4.14064367045716,Low
103655,1,396327,1,0,33,2,1,1,3,1,2,18,3504883,0,22018.2,22018.2,10.09,1877570,0.535701213,3,3.5318810320446277,Low
110337,2,219312,4,0,38,0,0,1,1,0,2,36,463157,0,6092.0,6092.0,17.96,369697,0.798210475,0,3.728337228864506,Low
104535,2,641463,1,1,34,0,0,1,1,2,1,60,9607331,0,10691.0,8552.8,27.69,2278922,0.237206575,1,6.607349499734609,Excellent
106061,1,158789,3,0,31,0,4,1,2,0,1,36,3342307,1,4410.8,4410.8,12.19,1479462,0.442646932,5,3.429161607349877,Low
105895,2,411165,3,1,47,0,0,1,1,0,1,6,2209744,0,68527.5,68527.5,23.3,1026113,0.464358354,2,7.154079022767245,Good
111248,2,984252,1,1,47,1,5,1,2,1,0,24,15179342,0,41010.5,41010.5,13.26,0,0.0,3,6.869798279264535,Good
109696,2,15401,1,0,54,1,0,1,2,2,0,60,104781,1,256.7,205.3,13.05,0,0.0,1,3.268464860812335,Low
104905,3,2045658,1,0,47,1,3,2,2,0,1,24,28045678,0,85235.8,42617.9,11.83,3108421,0.110834227,3,3.9145563928965355,Low
108005,3,1751113,1,1,40,1,5,0,3,0,2,60,24215998,0,29185.2,29185.2,11.45,16441761,0.67896278,3,8.392702286411104,Good
109834,3,796580,3,1,47,1,1,2,3,1,1,48,1781640,0,16595.4,16595.4,13.09,786722,0.441571866,5,9.205665985109423,Good
104005,1,392953,2,0,36,1,3,1,2,2,2,60,9162742,0,6549.2,6549.2,10.13,5783870,0.631237916,3,2.9448212970100602,Low
104144,0,35278,4,0,35,0,1,2,2,1,1,18,185702,1,1959.9,1959.9,13.18,23079,0.124279701,0,3.2762967565505634,Low
104140,0,113586,3,0,32,2,1,0,2,2,2,24,1683951,0,4732.8,4732.8,18.21,1035422,0.614876585,5,3.1460025001916634,Low
106786,2,980179,1,1,24,0,0,2,2,0,1,24,11756793,0,40840.8,40840.8,16.79,2471366,0.210207486,1,7.050406603596357,Good
111564,2,252144,2,1,49,0,4,2,3,0,2,36,5119152,0,7004.0,7004.0,7.92,3921999,0.766142256,4,7.927185801239106,Good
102964,2,753677,1,1,48,1,1,2,0,1,1,3,7568993,0,251225.7,200980.5,12.38,2773702,0.366455867,3,4.848088081867464,Excellent
110834,0,192927,2,1,34,2,1,1,2,0,2,18,3571051,1,10718.2,10718.2,18.95,2064380,0.578087444,4,6.329445168938959,Excellent
106524,1,480758,1,1,30,0,5,1,3,0,0,72,9415058,0,6677.2,5341.8,11.37,0,0.0,3,7.135895697076346,Good
102572,3,807281,1,1,32,1,1,1,1,0,1,36,4007593,0,22424.5,22424.5,27.33,1691637,0.422107947,1,7.187591166935476,Good
103073,3,321422,1,1,46,1,2,1,2,0,1,18,5512610,0,17856.8,17856.8,15.16,1673017,0.303489067,3,7.516974870663181,Good
103034,3,1104703,1,1,29,1,5,0,3,1,2,36,12683750,0,30686.2,30686.2,8.69,9672982,0.762627939,0,8.213196312270716,Good
102083,0,206819,1,0,23,1,1,1,1,1,1,36,4947110,0,5745.0,5745.0,16.4,2080205,0.420488944,0,1.2920386346459103,Low
103490,0,71739,3,1,28,1,1,0,2,1,2,36,1772828,0,1992.8,1594.2,17.19,1240225,0.699574549,0,6.624739784096018,Excellent
106342,2,823969,1,1,32,1,4,2,2,0,0,36,14676924,0,22888.0,22888.0,10.46,0,0.0,3,6.716900368094198,Good
108276,3,457978,1,1,35,1,1,1,1,1,0,36,6654298,0,12721.6,12721.6,19.73,0,0.0,1,6.777637590443014,Good
104360,1,124533,3,1,45,1,1,1,2,2,2,18,1073680,0,6918.5,6918.5,12.78,573986,0.534597087,4,6.990829660840255,Good
102157,1,331059,3,1,38,2,2,1,1,1,2,24,2417917,0,13794.1,6897.1,17.64,1646033,0.680764919,5,6.270474370125584,Excellent
104718,0,271337,3,0,42,1,3,2,1,1,2,48,3391706,0,5652.9,5652.9,23.31,2323009,0.684908803,5,2.435067552040586,Low
104434,0,64970,1,0,26,1,0,2,3,0,1,36,899664,0,1804.7,1443.8,13.94,383544,0.426319205,3,3.1206799445706417,Low
111165,0,150394,3,1,43,0,1,0,3,0,0,60,2119157,0,2506.6,2506.6,13.15,0,0.0,5,7.403916699571798,Good
106304,1,479568,2,1,27,0,1,1,2,0,2,24,9785850,0,19982.0,19982.0,12.21,5432889,0.55517805,4,6.589950189163747,Excellent
108598,0,25620,2,1,37,1,1,1,1,1,3,12,544046,1,2135.0,1708.0,16.28,709954,1.30495142,2,5.2012764801166425,Excellent
103790,3,2359428,1,0,32,0,3,1,1,1,1,3,22386012,0,786476.0,786476.0,27.17,9651141,0.431123736,4,3.7374329525118766,Low
106093,3,1345134,1,1,30,1,1,1,1,2,2,24,17853614,0,56047.2,56047.2,25.34,9022682,0.505370063,3,7.117346386959485,Good
107056,1,282094,1,1,43,1,3,2,2,1,2,24,5409846,0,11753.9,11753.9,16.42,3699316,0.683811678,2,6.401388381999754,Excellent
103938,2,474739,1,0,32,1,2,1,1,2,2,18,10408420,0,26374.4,26374.4,22.99,7748369,0.744432746,3,2.823270711419565,Low
102276,0,230837,2,0,26,0,1,2,1,0,3,36,1061832,0,6412.1,6412.1,26.0,1301146,1.225378168,0,2.1778869993815886,Low
104939,1,18355,4,0,29,1,1,1,3,2,2,18,347422,0,1019.7,1019.7,10.61,193630,0.557333117,0,4.714060248899768,Excellent
110164,1,59346,3,0,28,0,0,1,3,1,2,18,1368671,0,3297.0,3297.0,10.62,1006234,0.735190669,2,4.324382259069943,Low
111021,4,7876187,1,0,35,1,0,2,2,0,0,36,55307199,1,218783.0,218783.0,13.88,0,0.0,3,4.952203282417618,Excellent
103662,2,119161,3,1,39,0,3,1,2,1,0,60,1517382,0,1986.0,993.0,18.12,0,0.0,4,7.853001167094855,Good
110889,1,368373,4,1,44,1,3,1,2,1,2,18,394447,0,20465.2,10232.6,11.52,207853,0.526947302,0,7.333258714237102,Good
105746,1,76753,3,0,28,0,0,2,3,0,2,18,1591710,0,4264.1,2132.0,13.17,1050584,0.660034933,3,4.456049623475798,Excellent
103287,2,965778,1,0,58,0,3,1,3,0,2,36,20496639,0,26827.2,26827.2,11.54,10287092,0.501891649,3,4.228646637092799,Low
108679,0,53144,2,0,27,0,5,2,2,1,0,12,1218694,0,4428.7,3542.9,16.04,0,0.0,4,2.638659571613144,Low
108466,0,65388,1,1,35,1,0,0,1,0,2,18,1211388,0,3632.7,2906.1,28.82,777086,0.641484235,0,5.45346146902534,Excellent
108849,3,651409,1,1,49,0,2,2,1,0,2,72,5950540,0,9047.3,9047.3,24.7,4576212,0.769041429,3,7.043662700003875,Good
106329,2,48106,4,1,50,0,3,1,2,2,3,60,256929,0,801.8,801.8,12.11,376433,1.465125058,0,7.9335157774790375,Good
111150,2,58729,4,1,36,1,0,2,1,1,0,48,535205,0,1223.5,978.8,27.23,0,0.0,0,7.72725072081352,Good
104914,3,1916920,1,1,31,2,4,2,3,0,1,3,12384340,0,638973.3,638973.3,13.59,2046665,0.165262336,0,8.512112818380833,Good
106985,1,200358,1,0,29,0,5,1,1,1,0,18,721143,0,11131.0,11131.0,20.0,0,0.0,1,2.0650025257822073,Low
103383,0,234452,2,1,32,0,0,2,2,2,2,36,2856608,0,6512.6,6512.6,12.67,1959686,0.686018487,2,6.010157065301096,Excellent
110878,3,178959,3,0,27,1,4,1,1,0,3,48,1056431,0,3728.3,3728.3,25.05,1085746,1.027749119,5,4.285495590631603,Low
104580,4,3057333,1,0,38,0,1,2,3,0,2,36,7834308,0,84925.9,84925.9,13.55,5516709,0.704173117,3,5.632740689976648,Excellent
103874,3,217871,2,1,45,1,0,1,1,2,2,18,3125909,0,12103.9,12103.9,19.41,2282083,0.73005415,3,7.139695757146381,Good
102824,3,1178503,1,1,49,0,2,0,2,0,0,24,17283466,0,49104.3,39283.4,13.46,0,0.0,3,7.480405916359115,Good
104415,1,394791,1,1,36,0,0,2,3,1,2,18,5207753,0,21932.8,10966.4,7.49,3319505,0.63741602,3,6.932048339560216,Good
102393,1,178457,4,0,32,0,2,1,0,1,2,60,931218,0,2974.3,2974.3,14.45,584447,0.627615589,0,1.9756780602362787,Low
106470,3,892332,1,0,43,1,0,1,3,1,2,36,9844416,0,24787.0,24787.0,12.74,6544606,0.664803883,1,4.874705302828308,Excellent
105162,1,255533,1,0,40,0,3,1,2,2,3,24,4566368,0,10647.2,10647.2,12.33,5235856,1.146612732,0,2.656823674101397,Low
111273,1,240677,1,0,36,1,2,1,0,3,2,60,4401142,0,4011.3,4011.3,15.31,2835872,0.644349067,3,0.845585117746448,Low
102053,3,2020926,1,1,27,0,2,1,2,2,0,60,31187549,0,33682.1,26945.7,14.89,0,0.0,1,7.603328557540805,Good
102685,3,1070079,1,0,34,0,0,1,1,0,3,36,22461842,1,29724.4,14862.2,18.96,32239225,1.435288595,5,3.240811945442195,Low
102682,1,70908,2,0,35,0,1,1,1,0,3,36,1121349,0,1969.7,1969.7,23.85,1183822,1.055712272,0,2.647220769507375,Low
102475,0,94897,4,0,26,1,0,1,3,1,3,24,229600,0,3954.0,3954.0,11.03,292743,1.275014705,0,4.151179689606089,Low
102108,4,6292780,1,1,46,1,3,1,3,1,2,24,122569766,0,262199.2,262199.2,9.33,72945611,0.595135437,3,9.140733549878984,Good
108952,2,183260,3,0,52,1,0,2,0,1,0,36,1878268,0,5090.6,5090.6,13.93,0,0.0,5,2.1456240070254955,Low
110769,4,2351239,1,1,53,0,3,1,3,2,0,60,14810589,0,39187.3,39187.3,12.56,0,0.0,3,9.073857363343624,Good
105020,3,882233,3,0,36,1,1,1,1,0,2,36,1621065,1,24506.5,12253.2,25.73,1180599,0.728286156,3,4.361791468071942,Low
107478,4,7950281,1,1,37,0,3,1,2,0,0,24,69775935,0,331261.7,331261.7,13.74,0,0.0,3,8.48285935173039,Good
111408,0,198285,2,1,27,0,2,1,2,0,3,36,3107502,0,5507.9,5507.9,18.17,3630593,1.168331705,3,6.289800182040017,Excellent
104065,0,148085,2,1,33,1,2,1,3,1,1,48,3179925,1,3085.1,3085.1,11.65,1330160,0.418299124,2,6.934326068521159,Good
103723,3,2249636,1,1,45,1,3,1,1,1,0,48,19139482,0,46867.4,37493.9,19.26,0,0.0,0,6.859177414201445,Good
101649,3,60942,4,1,47,1,2,1,1,0,0,24,803198,0,2539.2,2031.4,27.98,0,0.0,0,8.354715175690256,Good
105303,1,123298,4,0,25,1,4,1,2,2,1,60,587137,0,2055.0,1644.0,10.27,151906,0.258723253,0,3.7213109912236817,Low
109524,0,58812,4,1,40,0,3,1,1,0,2,3,694863,0,19604.0,19604.0,24.68,476418,0.685628925,0,6.418794175967843,Excellent
104088,3,235065,3,1,32,0,2,1,3,0,2,24,1837140,0,9794.4,9794.4,10.72,1304499,0.710070525,2,9.051145018794927,Good
101779,1,383374,2,1,22,0,4,2,3,0,0,60,1726034,0,6389.6,6389.6,11.74,0,0.0,1,7.541717404952582,Good
108085,3,1947287,1,1,40,1,4,2,1,2,2,36,24854024,1,54091.3,54091.3,22.88,14820470,0.596300634,3,7.026813142571539,Good
110552,1,11081,4,1,23,2,2,0,2,2,0,48,264067,0,230.9,230.9,19.61,0,0.0,0,7.7266619032957475,Good
107915,0,199503,2,1,30,1,0,1,3,0,0,18,3124816,0,11083.5,11083.5,9.38,0,0.0,3,6.821060877021199,Good
107477,2,133123,2,1,59,1,2,2,0,0,2,36,2426811,0,3697.9,3697.9,11.67,1518697,0.625799398,4,5.167738358965169,Excellent
102836,2,807382,1,0,60,0,1,0,2,1,2,72,5083347,0,11213.6,11213.6,12.77,3827380,0.752925231,1,3.300807467753347,Low
105336,0,104184,2,1,23,0,2,1,2,1,3,18,1174224,0,5788.0,2894.0,14.93,1433638,1.220923657,1,6.118261706426361,Excellent
111559,0,65224,3,1,23,1,3,2,1,1,1,24,1432355,0,2717.7,2717.7,24.96,411593,0.287353985,4,6.040910342777533,Excellent
103231,0,24557,2,1,43,0,3,1,3,1,0,24,278567,0,1023.2,1023.2,7.56,0,0.0,4,6.71750579003453,Good
105776,2,473879,1,0,34,0,3,2,2,1,3,24,3979302,1,19745.0,19745.0,19.14,5141883,1.292156996,3,3.6074942444767215,Low
110872,0,273664,2,1,45,0,3,1,2,3,1,36,1312919,0,7601.8,7601.8,12.64,541744,0.412625483,5,6.010931669338042,Excellent
101954,3,2409490,1,1,45,1,0,2,2,1,2,18,36059042,0,133860.6,133860.6,10.13,18791992,0.521145073,3,7.382370921580388,Good
110502,3,2058748,3,1,42,0,0,0,2,0,3,36,5560751,0,57187.4,57187.4,19.26,7224420,1.299180648,4,8.614654839603205,Good
106617,0,27099,1,1,29,0,3,1,2,1,2,24,149269,0,1129.1,1129.1,12.39,113358,0.759421962,3,5.590981883515498,Excellent
103846,0,223156,2,1,27,0,2,2,3,0,1,36,1306162,0,6198.8,6198.8,11.64,306751,0.234849209,1,6.938239208686281,Good
110079,2,936315,3,1,22,0,4,1,2,1,2,18,1793054,0,52017.5,52017.5,10.35,1264475,0.705207546,5,7.503101176976584,Good
101664,3,1977164,1,1,49,2,0,1,3,1,2,36,6423034,0,54921.2,54921.2,11.32,3708016,0.577299789,0,8.399367922309725,Good
109550,0,215805,2,1,24,0,0,2,3,2,3,48,2411187,0,4495.9,2248.0,8.89,2541807,1.05417241,3,6.796918278677895,Good
102069,2,558285,4,1,35,1,2,1,0,0,0,36,661139,0,15507.9,7754.0,11.2,0,0.0,0,5.953936301924038,Excellent
103670,2,474498,1,0,28,0,2,1,3,2,2,60,5744712,0,7908.3,7908.3,7.44,3169126,0.551659677,0,3.9896349460077807,Low
105720,0,62345,3,0,23,1,1,1,2,1,3,72,1512418,0,865.9,865.9,18.93,2058275,1.360916969,5,3.1798687590808394,Low
107580,0,257748,2,1,28,1,2,2,3,0,0,60,3073885,0,4295.8,4295.8,13.5,0,0.0,3,7.035569657960162,Good
108739,0,100879,3,1,28,0,0,1,2,0,0,60,2064268,0,1681.3,1681.3,18.27,0,0.0,4,6.681787993628685,Good
102638,4,2033663,2,0,32,1,0,2,1,0,1,3,2166642,0,677887.7,677887.7,19.41,728346,0.336163511,1,4.302186703590494,Low
106995,3,2093844,1,0,43,0,0,2,3,2,2,36,39447846,0,58162.3,58162.3,7.0,22030829,0.558479901,0,4.651463990250676,Excellent
106520,4,1409600,1,1,46,0,2,1,0,0,2,18,16957776,0,78311.1,78311.1,11.45,8659569,0.510654754,5,6.016929546776087,Excellent
109264,1,146347,2,0,41,0,4,1,2,0,0,48,1173881,0,3048.9,3048.9,15.88,0,0.0,3,3.224866932024339,Low
102593,1,402012,4,1,36,2,1,0,3,0,0,48,438537,1,8375.2,8375.2,9.31,0,0.0,0,8.20353620728654,Good
107886,3,2349295,1,1,32,1,0,2,2,1,2,3,35456063,1,783098.3,783098.3,11.33,26531439,0.748290601,1,7.440300627189166,Good
105632,0,14627,3,1,29,0,3,2,3,1,0,36,287180,0,406.3,406.3,8.4,0,0.0,3,7.152561907542535,Good
103704,0,209388,2,1,44,0,4,2,3,0,1,60,1063521,0,3489.8,3489.8,12.64,404495,0.380335787,3,6.988659430387837,Good
107175,3,1296267,1,1,46,1,0,1,1,2,2,36,25771354,0,36007.4,36007.4,19.7,16375941,0.635431912,0,6.8255180306912875,Good
110951,1,360385,1,1,40,1,1,2,3,2,0,24,7887158,0,15016.0,15016.0,7.94,0,0.0,1,6.9530744275237275,Good
108464,4,3627336,1,0,53,1,0,2,0,0,2,6,69290498,0,604556.0,604556.0,13.58,38931954,0.5618657,1,2.723328945180261,Low
110463,1,142738,2,1,22,0,0,1,3,1,2,48,2918119,1,2973.7,1486.9,11.0,2304395,0.789685094,4,7.489620269678719,Good
107826,1,114829,2,1,27,0,3,0,3,1,1,6,1948924,0,19138.2,19138.2,9.81,489169,0.250994345,3,7.427009124525234,Good
103273,3,2340671,1,1,31,1,5,1,3,2,0,36,46744277,0,65018.6,65018.6,10.55,0,0.0,3,8.381348248190088,Good
105192,0,60983,3,1,39,0,3,1,0,1,2,60,1329739,0,1016.4,813.1,11.55,1034587,0.778037484,5,4.372124380815382,Low
106519,3,1682822,1,1,36,1,5,1,2,1,3,24,22925406,0,70117.6,70117.6,16.96,25473322,1.111139406,3,7.68944715079054,Good
106959,1,454876,1,0,45,0,2,2,1,1,2,48,9534320,0,9476.6,9476.6,18.32,7298423,0.765489635,3,1.9939369333168442,Low
106600,4,4260337,1,1,31,2,4,1,2,2,1,48,85031156,1,88757.0,88757.0,15.84,26992208,0.317439035,0,8.372922896133657,Good
106666,1,315653,3,1,38,1,0,1,2,1,2,3,1790163,0,105217.7,105217.7,14.8,1401934,0.783131999,4,7.105584580039334,Good
101625,3,2457760,1,0,38,2,0,0,1,2,2,60,19402587,0,40962.7,40962.7,17.08,10422261,0.53715832,1,3.2263002922703192,Low
106791,0,105810,2,1,22,0,3,1,1,0,3,18,2333595,0,5878.3,5878.3,20.98,3489796,1.495459232,5,5.446793398334501,Excellent
105251,1,41606,1,0,36,2,1,1,2,2,2,18,437341,1,2311.4,1849.2,15.16,245267,0.560814276,3,2.789198745558974,Low
108603,0,191676,1,1,25,1,1,1,1,2,0,60,4779015,0,3194.6,3194.6,15.49,0,0.0,3,4.777985631058122,Excellent
105819,2,96198,3,1,35,1,3,1,2,2,0,36,1619781,1,2672.2,2672.2,18.01,0,0.0,4,7.846011987693653,Good
104253,2,252629,4,1,60,1,1,1,1,0,1,24,534756,0,10526.2,10526.2,25.86,73442,0.137337349,0,7.668493551869179,Good
105787,1,226068,1,1,31,0,2,1,2,0,2,6,2324275,0,37678.0,37678.0,12.56,1555857,0.669394474,3,6.200330692682051,Excellent
102599,0,16920,4,1,32,0,1,1,1,3,0,24,338415,0,705.0,705.0,18.7,0,0.0,0,6.109958169256347,Excellent
102414,3,1424104,1,0,45,1,4,2,2,3,0,72,14039952,0,19779.2,19779.2,13.15,0,0.0,3,3.9455416338394462,Low
108521,3,44120,4,0,40,0,1,1,2,0,1,12,442697,0,3676.7,3676.7,18.01,164759,0.372171359,0,5.290998160572553,Excellent
108273,0,225484,1,0,39,1,2,2,2,1,1,60,2087902,1,3758.1,3758.1,19.01,525302,0.251593207,3,2.4083709206370867,Low
109733,0,140821,2,0,44,1,0,1,1,0,1,24,1253896,0,5867.5,5867.5,17.6,475401,0.379139177,3,1.7422329920596424,Low
103825,1,332028,3,1,23,0,4,1,1,0,2,36,1877731,0,9223.0,9223.0,15.1,1471798,0.783817321,5,6.140402595096866,Excellent
109084,1,61684,2,1,25,1,3,1,3,0,2,36,342171,0,1713.4,1713.4,12.2,252824,0.738882161,2,7.546320330788241,Good
105182,3,1445212,1,1,29,1,0,1,2,0,3,24,28987547,0,60217.2,60217.2,14.38,41832504,1.443119839,1,7.543261795964825,Good
104006,0,166971,2,0,45,1,1,2,3,1,1,6,2633628,0,27828.5,22262.8,11.58,1209215,0.459144143,0,3.398392510548996,Low
110287,3,835933,1,1,44,0,1,1,3,0,3,12,6319144,0,69661.1,69661.1,13.12,7264350,1.149578161,3,8.424309331215177,Good
109951,3,2167883,1,1,42,0,2,0,1,3,0,36,42890748,0,60219.0,60219.0,28.94,0,0.0,1,7.350282353300013,Good
106157,2,51690,4,0,30,0,2,2,2,1,2,60,790580,1,861.5,861.5,14.06,563004,0.712140102,0,4.500168497983704,Excellent
102706,3,1232412,1,1,40,0,1,1,0,0,2,60,15340829,0,20540.2,20540.2,11.48,11109855,0.724201756,3,5.419111104205535,Excellent
110151,0,282978,1,1,35,0,3,1,2,2,0,12,4482449,0,23581.5,23581.5,18.0,0,0.0,3,5.893476705701612,Excellent
103009,3,1581756,1,1,30,1,4,1,2,1,2,60,13127231,1,26362.6,26362.6,13.77,7042467,0.536477715,1,7.520059678751341,Good
105226,2,620756,1,1,39,0,0,1,3,0,3,18,11662766,0,34486.4,27589.2,7.69,14487763,1.242223573,2,7.544525526760234,Good
102812,1,165520,3,0,28,0,2,2,3,1,3,60,1103863,0,2758.7,2758.7,12.08,1465932,1.328001178,1,4.405439749552432,Excellent
101860,3,276569,2,0,40,0,3,2,2,1,2,48,3971958,0,5761.9,5761.9,17.42,2332100,0.587141174,3,4.489260828854178,Excellent
102022,0,227069,1,1,32,0,3,1,3,2,2,72,4827153,0,3153.7,1576.9,8.42,3338782,0.691666936,0,6.380896585218946,Excellent
104187,1,219554,2,1,38,0,0,1,3,1,0,24,2973954,1,9148.1,9148.1,7.18,0,0.0,0,7.2984429313158925,Good
101714,4,5930798,1,0,39,1,1,1,3,0,0,48,78149298,0,123558.3,123558.3,7.84,0,0.0,3,5.509598479175848,Excellent
105070,3,1919502,1,1,38,0,0,2,1,1,1,48,31766165,1,39989.6,19994.8,19.71,3840060,0.120885226,1,6.8627702451307755,Good
106204,2,998641,1,1,49,1,2,1,3,1,2,24,8522554,0,41610.0,33288.0,9.53,5771117,0.677158158,3,7.661068567533437,Good
106031,4,3463201,1,0,52,0,3,0,1,1,1,72,85674150,0,48100.0,48100.0,28.3,12031287,0.140430772,3,4.449302812804845,Excellent
111598,4,3986509,1,0,51,1,0,2,2,0,2,18,71090821,0,221472.7,221472.7,15.13,50097656,0.704699357,3,4.786945373641821,Excellent
106388,1,63181,4,1,41,1,1,0,3,2,1,72,572444,0,877.5,877.5,13.17,207577,0.362615256,0,8.38131695437102,Good
106398,1,365814,1,1,33,0,1,1,2,1,2,48,5935326,0,7621.1,7621.1,11.88,4077289,0.686952781,3,6.173731104889486,Excellent
106489,0,54650,2,0,36,1,4,2,2,1,2,36,1206265,0,1518.1,1518.1,17.76,696208,0.577159881,3,2.726867132019209,Low
103842,2,31627,4,0,27,0,0,2,1,1,2,6,671087,0,5271.2,5271.2,16.37,470184,0.700630899,0,3.6358144992875796,Low
104158,1,206039,2,0,29,0,2,2,1,0,2,18,4877801,0,11446.6,11446.6,27.29,3045518,0.624362867,3,2.831424346218504,Low
105722,1,138192,4,1,41,0,4,1,3,1,2,60,648961,1,2303.2,2303.2,9.61,428867,0.660852078,0,8.203353491585299,Good
108754,0,155351,3,0,23,1,4,0,1,1,2,48,1342012,1,3236.5,3236.5,25.05,946435,0.70523566,3,2.5173735597112454,Low
105016,1,273715,1,1,24,1,3,0,3,1,0,72,6480706,0,3801.6,3801.6,13.6,0,0.0,1,7.237937472727306,Good
110352,2,238053,2,0,52,1,1,1,3,1,2,24,3960483,1,9918.9,9918.9,12.61,2420072,0.611054697,3,4.63317184281895,Excellent
103433,3,499282,1,1,37,0,4,2,3,1,0,60,11481041,0,8321.4,8321.4,8.46,0,0.0,1,8.165723231736173,Good
101659,2,264583,3,1,27,0,3,1,2,2,2,60,1882842,0,4409.7,4409.7,17.12,1503313,0.79842748,5,7.810341989398529,Good
108535,1,400335,1,0,27,0,3,2,3,2,0,72,7529792,1,5560.2,5560.2,9.49,0,0.0,3,3.5013781951488,Low
107275,2,430907,1,1,23,2,0,2,2,2,3,18,5758168,0,23939.3,23939.3,16.56,5937992,1.031229434,3,7.006243523972152,Good
108519,0,254132,1,1,31,0,0,1,1,0,2,24,4223240,0,10588.8,10588.8,16.31,3036539,0.719007027,3,4.823677548206361,Excellent
110119,0,202501,2,0,41,2,3,1,1,1,0,6,2954556,0,33750.2,33750.2,15.12,0,0.0,3,1.6188140602252608,Low
105590,4,975860,1,1,32,1,5,1,1,2,2,36,18102886,0,27107.2,27107.2,28.98,10356710,0.572102691,1,7.870971613552367,Good
106149,3,2237198,1,0,31,1,4,1,3,1,2,48,13274589,0,46608.3,46608.3,13.61,10547318,0.794549504,3,4.9985572784543235,Excellent
103812,2,675153,1,1,27,1,4,1,2,2,0,18,16483152,0,37508.5,37508.5,11.47,0,0.0,1,6.759871786936741,Good
106294,0,207261,2,1,41,1,2,2,1,2,2,18,2745688,0,11514.5,11514.5,29.1,1809930,0.65918994,0,5.868776584565608,Excellent
110903,0,82968,3,0,42,0,1,2,3,0,0,36,1716045,0,2304.7,2304.7,10.98,0,0.0,5,3.7553081384407747,Low
104227,0,157399,4,1,31,0,3,1,1,0,2,24,233937,0,6558.3,6558.3,23.55,172055,0.73547566,0,6.366713920098322,Excellent
108528,1,123446,3,0,45,0,3,2,3,1,0,24,572395,1,5143.6,5143.6,12.14,0,0.0,2,4.406033385217355,Excellent
105077,0,59635,4,1,36,0,3,1,2,0,1,24,536451,0,2484.8,2484.8,17.62,97183,0.181159082,0,7.038662685312918,Good
105716,3,742844,1,0,36,2,5,1,1,2,2,36,13392305,0,20634.6,20634.6,18.57,10233205,0.764110809,3,3.201540919688799,Low
